exercise_name,exercise_url,muscle_categories,overview,instructions,tips,video_embed_url,video_thumbnail_url,video_description,video_upload_date,equipment_required,exercise_type,experience_level,force_type,mechanics,secondary_muscles,target_muscle_group
Seated Dumbbell Wrist Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/dumbbell-wrist-curl.html,Dumbbell Exercises | Forearms | Isolation Exercises,"The seated dumbbell wrist curl is an exercise used to target the muscles of the forearms. Having strong forearms, and training the forearms in multiple ways, will allow you to lift heavier weights in many exercises simply by strengthening your grip. Performing unilateral movements can also help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body. Forearms can be a resistant muscle to grow and may require a higher training frequency to experience a noticeable difference in forearm strength and size.","Grab a pair of dumbbells using a supinated grip (palms facing up) and sit down on the end of a flat bench. | Bending only at the wrists, let the dumbbells drop as far as possible. This is the starting position for the exercise. | Slowly curl the dumbbells towards your body using your wrists. Squeeze the forearm muscles at the top of the movement. | Pause, and then slowly lower the dumbbells back to the starting position. | Repeat for desired reps.","Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity. Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/877881857?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Seated Dumbbell Wrist Curl instruction video & exercise guide! Learn how to do seated dumbbell wrist curl using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,None,Forearms
Seated French Press Video Exercise Guide,https://www.muscleandstrength.com/exercises/overhead-barbell-extension.html,Barbell Exercises | Isolation Exercises | Triceps,,"Set up for the seated french press by loading a barbell or EZ bar with the appropriate amount of weight and placing it in front of a 90 degree angle bench. | Sit with your back flat against the bench with your feet flat on the floor and the barbell resting on your thighs. | Grasp the barbell with an overhand grip (palms facing down) with your hands about 8-12 inches apart. | Lift the bar above your head and bend at your elbows slightly to take the tension onto your triceps. Your palms are now facing upward. This is the starting position for the exercise. | Keeping your elbows fixed and pointing straight up toward the ceiling, slowly lower the bar down behind your head as far as comfortably possible. | Pause, and then slowly raise the bar back to the starting position. | Don't lock your elbows out, and then repeat the movement.","Technique is really important! Don't let your elbows flare out as you move the barbell, and keep the rep timing slow and controlled. Don't lock your elbows out at the top of the movement and take the tension off of your triceps. Focus on keeping your body as still as possible, moving only your forearms.",https://player.vimeo.com/video/756784303?h=4f581ad0d9&badge=0&autopause=0&player_id=0&app_id=58479/embed,https://i.ytimg.com/vi//maxresdefault.jpg,Seated French Press instruction video & exercise guide! Learn how to do seated french press using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Push,Isolation,None,Triceps
Seated Good Mornings Video Exercise Guide,https://www.muscleandstrength.com/exercises/seated-good-mornings.html,Barbell Exercises | Compound Exercises | Glutes,"The seated good morning is a variation of the good morning and an exercise used to target the glutes. Some may choose to utilize this exercise to target their lower back. However, for optimal health and maximum benefits, it is best to think of this exercise as a glute exercise. Good mornings can be included in your leg workouts and full body workouts .","Set a bar just below shoulder height when seated on a bench in a rack and adjust the safeties to just above hip height. | Set your hands equidistant apart, slide underneath, and position the bar on your traps (or slightly below if you prefer a low bar version). | Begin the movement by hinging forward into the hips while keeping your spine neutral. | Drive through the whole foot as you extend the hip back to the starting position. | Repeat for the desired number of repetitions.","Range of motion in the lift will largely be determined by an individual’s mobility as well as their ability to maintain a neutral spine. Experiment with a “false” (i.e. thumbless) grip as this helps to eliminate elbow and wrist issues in some folks. Drive through the whole foot - you want 3 points of contact: big toe, little toe, and heel. Neck position is highly individual - Some prefer a neutral neck position (i.e. keeping the chin tucked throughout the lift) while others do well with looking slightly up. Here’s some factors to consider: If you’re someone who is more globally extended (i.e. athletic background), then you will likely be able to keep a neutral position more effectively by packing the chin. On the opposite end of the spectrum, if you tend to be more flexion dominant (especially in your thoracic spine - upper back) then it would behoove you to look up slightly as this will drive more extension. Experiment with each and see which one works best for your individual anatomy and biomechanics. Your weight will naturally shift to your heels as you hinge; however, it’s important that you keep the weight distributed over your whole foot and don’t allow the toes to rise. To combat this, you should focus on maintaining 3 points of contact: big toe, little toe, and heel.",https://www.youtube.com/embed/XZ7mDHLBQCs?rel=0,https://i.ytimg.com/vi/XZ7mDHLBQCs/maxresdefault.jpg,Seated Good Mornings instruction video & exercise guide! Learn how to do seated good mornings using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Hinge (Bilateral),Compound,"Abs, Hamstrings, Lower Back, Upper Back",Glutes
Seated Hammer Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/seated-hammer-curl.html,Biceps | Dumbbell Exercises | Isolation Exercises,,"Set up for the seated hammer curl by grabbing a flat bench or adjustable bench and placing a set of dumbbells at one end. If you're using an adjustable bench, adjust the back to a 90-degree angle. | Sit on the end of the bench with your feet out in front of you and your knees together. | Pick the dumbbells up off the floor and let them hang by your sides with a neutral grip. Bend the arms slightly to keep tension on the biceps. This is the starting position for the exercise. | With your back straight and your elbows tucked in at your sides, slowly curl up the dumbbells up as far as possible. | Squeeze the biceps and slowly lower the dumbbells back to the starting position. | Repeat for desired reps.","Keep your elbows tucked in at your sides. Keep the rep timing slow, and control the weight on the way down. If you're using a flat bench, do not swing back as you curl the weight up. Focus on only allowing your forearms to move.",https://player.vimeo.com/video/756794261?badge=0&amp;autopause=0&amp;quality_selector=1&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Seated Hammer Curl instruction video & exercise guide! Learn how to do seated hammer curl using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,Forearms,Biceps
Seated High Cable Row Video Exercise Guide,https://www.muscleandstrength.com/exercises/seated-high-cable-row.html,Cable Exercises | Compound Exercises | Upper Back,,"Grab a flat bench and position it in front of a cable machine. Attach a rope extension to the low pulley cable and select the weight you want to use on the stack. | Sit down on the bench facing the cable machine with your feet and knees together. Grasp the rope extension from below with a neutral grip (thumbs facing inwards). | Sit straight up with your shoulders back and arms fully extended. This is the starting position. | Slowly pull the rope up towards your upper chest. | At the top of the movement, pause, then slowly lower the weight back to the starting position. This is one rep. | Repeat for desired reps.",,https://player.vimeo.com/video/877881282?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Seated High Cable Row instruction video & exercise guide! Learn how to do seated high cable row using correct technique for maximum results!,2009-09-16,Cable,Strength,Beginner,Pull,Compound,"Biceps, Lats",Upper Back
Seated Knee Tucks Video Exercise Guide,https://www.muscleandstrength.com/exercises/seated-leg-tucks.html,Abs | Bodyweight Exercises | Compound Exercises,,"Sit on the edge of a sturdy chair or bench with your hands resting beside you for support. | Raise your legs so your knees are bent at a 90-degree angle, with your feet off the ground. This is the starting position. | Bring your knees toward your chest, squeezing your abs to tuck them in. | Slowly extend your legs back out to the starting position, keeping them off the ground. This is one rep. | Do the desired number of reps, maintaining control and keeping your core engaged.",,https://player.vimeo.com/video/877881043?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Seated Leg Tucks instruction video & exercise guide! Learn how to do seated leg tucks using correct technique for maximum results!,2009-09-16,Bodyweight,Strength,Beginner,Pull,Compound,None,Abs
Seated Low Pulley Overhead Tricep Extension (Rope Extension) Video Exercise Guide,https://www.muscleandstrength.com/exercises/seated-low-pulley-overhead-tricep-extension-(rope-extension).html,,,"Set up for the exercise by placing a 90 degree bench in front of a cable pulley machine facing away from it, attaching a rope to the low pulley, and selecting the weight you want to use on the stack. | Facing away from the pulley, grab the rope behind your neck with a neutral grip (palms facing in) keeping your hands close together and sit down with your back flat against the bench. This will lift the weight slightly from the stack. | Keep your feet flat on the ground. Your forearms should be parallel to the floor at this point and your elbows should be pointed at the ceiling. | You should be grasping the rope behind your head. You are now in the starting position. | Moving only at your elbow joints slowly push the rope straight up until your arms are fully extended. As you push, spread the rope out until your hands are around shoulder-width apart at the peak of the movement. | Pause, and then slowly bring the rope back to the starting position allowing your hands to reunite. | Repeat this movement for desired reps.","Focus on moving the weight with your triceps, keeping control of the weight as you slowly lower the weight stack back to the starting position. Keep your body as still as possible, moving only your forearms. Keep your head up and look straight ahead throughout the movement.",https://player.vimeo.com/video/756788155?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Seated Low Pulley Overhead Tricep Extension (rope extension) instruction video & exercise guide! Learn how to do seated low pulley overhead tricep extension (rope extension) using correct technique for maximum results!,2009-09-16,Cable,Strength,Beginner,Push,Isolation,None,Triceps
Seated Low Pulley Overhead Tricep Extension Video Exercise Guide,https://www.muscleandstrength.com/exercises/seated-low-pulley-overhead-tricep-extension.html,Cable Exercises | Isolation Exercises | Triceps,,"Set up for the exercise by placing a 90 degree bench in front of a cable pulley machine facing away from it, attaching a straight bar to the low pulley, and selecting the weight you want to use on the stack. | Facing away from the pulley, grab the bar behind your neck with an overhand grip at shoulder width and sit down with your back flat against the bench. This will lift the weight slightly from the stack. | Keep your feet flat on the ground. Your forearms should be parallel to the floor at this point and your elbows should be pointed at the ceiling. You should be grasping the bar behind your head with your palms facing upward. You are now in the starting position. | Moving only at your elbow joints slowly push the bar straight up until your arms are fully extended. | Keep your upper arms stationary, pause, and then slowly bring the bar back to the starting position. | Repeat this movement for desired reps.","Focus on moving the weight with your triceps, keeping control of the weight as you slowly lower the weight stack back to the starting position. Keep your body as still as possible, moving only your forearms. Keep your head up and look straight ahead throughout the movement.",https://player.vimeo.com/video/756788167?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Seated Low Pulley Overhead Tricep Extension instruction video & exercise guide! Learn how to do seated low pulley overhead tricep extension using correct technique for maximum results!,2009-09-16,Cable,Strength,Beginner,Push,Isolation,None,Triceps
Seated Neutral Grip Dumbbell Shoulder Press Video Exercise Guide,https://www.muscleandstrength.com/exercises/seated-palms-in-dumbbell-press.html,Compound Exercises | Dumbbell Exercises | Shoulders,"The seated dumbbell neutral grip shoulder press is a variation of the seated dumbbell shoulder press and is an exercise used to strengthen the muscles of the shoulders. The overhead press is a foundational movement for establishing baseline strength and building a completely balanced physique. Utilizing dumbbells as opposed to performing with a barbell will allow the individual to strengthen each side of the muscle equally. Using a neutral grip can be beneficial to alleviate shoulder and elbow pain many experience while pressing. The exercise can be included in shoulder workouts , push workouts, upper body workouts, and full body workouts .","Set up an adjustable angle bench to 90 degrees and select the desired weight from the rack. | Pick up the dumbbells from the floor using a neutral grip (palms facing in). Position the end of the dumbbells on your knees and sit down on the bench. | Using a safe and controlled motion, kick your knees up one at a time in order to get each dumbbell into place. | Take a deep breath then press the dumbbells overhead by extending the elbows and contracting the deltoids. | Slowly lower the dumbbells back to the starting position (the arms should be roughly 90 degrees or slightly lower depending upon limb lengths). | Maintain a neutral grip throughout the duration of the exercise and repeat for the desired number of repetitions.","Keep your back flat against the pad throughout the duration of the exercise. Don’t allow the head to jut forward excessively. Drive the bicep to the ear and exhale as you press. If you sense any pressure in your neck or traps during the movement, look to address a lack of thoracic spine extension or shoulder flexion. Keeping the elbows slightly bent at the top and not locking out entirely will help to keep tension on the shoulders. If you can’t lock out the elbows overhead than it may indicate a lack of shoulder mobility due to poor scapular upward rotation.",https://www.youtube.com/embed/y03eDnIFfK8?rel=0,https://i.ytimg.com/vi/y03eDnIFfK8/maxresdefault.jpg,Seated Palms In Dumbbell Press instruction video & exercise guide! Learn how to do seated palms in dumbbell press using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Push (Bilateral),Compound,"Traps, Triceps",Shoulders
Seated Neutral Grip Dumbbell Wrist Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/seated-neutral-dumbbell-wrist-curl.html,Dumbbell Exercises | Forearms | Isolation Exercises,"The seated barbell wrist curl is a wrist curl variation and an exercise used to target the muscles of the forearms. Having strong forearms, and training the forearms in multiple ways, will allow you to lift heavier weights in many exercises simply by strengthening your grip. Forearms can be a resistant muscle to grow and may require a higher training frequency to experience a noticeable difference in forearm strength and size.","Grasp a pair of dumbbells using a neutral grip (palms facing in) and sit down on the end of a flat bench. | Bending only at the wrists, let the dumbbell drop as far as possible. This is the starting position for the exercise. | Slowly curl the dumbbells towards your body using your wrists. Squeeze the forearm muscles at the top of the movement. | Pause, and then slowly lower the dumbbells back to the starting position. | Repeat for desired reps.","Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity. Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/760002510?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Seated Neutral Dumbbell Wrist Curl instruction video & exercise guide! Learn how to do seated neutral dumbbell wrist curl using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,None,Forearms
Seated Reverse Grip Cable Wrist Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/reverse-grip-seated-cable-wrist-curl.html,Cable Exercises | Forearms | Isolation Exercises,,"Set up for the exercise by getting a flat or adjustable bench and placing it facing a low pulley cable machine. | Attach a straight bar to the low pulley and select the weight you want to use on the stack. | Sit on the end of the bench facing the cable machine with your feet out slightly wider than shoulder-width apart. | Grasp the bar with a reverse grip (palms facing down) with your hands around shoulder width apart. | Pull the weight back and bury your elbows into your inner thighs for support. | Keeping your elbows fixed and bending only at the wrists, let the bar drop as far as possible. This is the starting position for the exercise. | Slowly raise the bar as far as possible squeezing the forearm muscles at the top of the movement. | Pause, and then slowly lower the weight back to the starting position. | Repeat for desired reps.","Use lighter weight to help focus on proper technique. It doesn't take heavy weight to make this exercise effective. Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity. Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/760001728?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Reverse Grip Seated Cable Wrist Curl instruction video & exercise guide! Learn how to do reverse grip seated cable wrist curl using correct technique for maximum results!,2009-09-16,Cable,Strength,Beginner,Pull,Isolation,None,Forearms
Seated Reverse Grip Dumbbell Wrist Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/reverse-dumbbell-wrist-curl.html,Dumbbell Exercises | Forearms | Isolation Exercises,,"Grab a pair of dumbbells using a pronated grip (palms facing down) and sit down on the end of a flat bench. | Bending only at the wrists, let the dumbbells drop as far as possible. This is the starting position for the exercise. | Slowly curl the dumbbells towards your body using your wrists. Squeeze the forearm muscles at the top of the movement. | Pause, and then slowly lower the dumbbells back to the starting position. | Repeat for desired reps.","Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity. Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/877881908?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Seated Reverse Dumbbell Wrist Curl instruction video & exercise guide! Learn how to do seated reverse dumbbell wrist curl using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,None,Forearms
Seated Reverse Grip One-Arm Overhead Tricep Extension Video Exercise Guide,https://www.muscleandstrength.com/exercises/reverse-grip-one-arm-seated-overhead-tricep-extension.html,Cable Exercises | Isolation Exercises | Triceps,,"Set up for the exercise by placing a bench in front of a pulley cable machine, attaching a single grip handle to the low pulley cable, and selecting the weight you want to use on the stack. | Grasp the handle with your left hand, raise your left arm above your head, and turn away from the machine. Sit down on the bench facing away from the pulley. | Your palm should be facing backward, towards the cable machine. This is the starting position for the exercise. | Keeping your body fixed, your back straight and bending at the elbow only, slowly lower the weight back behind your body. | Pause, and then raise the weight, squeezing the tricep at the top of the movement. | Do not lock your elbow out, and then lower weight and repeat. | Repeat reps for your right arm.","Always work your weakest tricep first. In most cases, this will be the left. Keep the rep timing slow and control the weight. Don't allow the weight to control you on the way down. Don't lock your elbows out at the top of the movement as this takes the tension off your tricep. Focus on only allowing your forearm to move, keeping your upper arm as still as possible.",https://player.vimeo.com/video/756788190?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Reverse Grip One Arm Seated Overhead Tricep Extension instruction video & exercise guide! Learn how to do reverse grip one arm seated overhead tricep extension using correct technique for maximum results!,2009-09-16,Cable,Strength,Beginner,Pull,Isolation,None,Triceps
Seated Row (Rope Extension) Video Exercise Guide,https://www.muscleandstrength.com/exercises/seated-row-using-rope.html,Cable Exercises | Compound Exercises | Upper Back,,"Attach the rope extension to the low pulley cable. Adjust the weight. | Sit down in front of the cable machine facing the cable with your legs shoulder-width apart and knees slightly bent. | Grasp the rope from the bottom with your thumbs in. | Lean back, keeping your back straight to take the weight off the stack. Your shoulders should be back and your arms fully extended. | To execute the movement, slowly pull the rope in towards your stomach. | Pull the rope back as far as possible and squeeze your shoulder blades together at the top of the movement. | Pause, and then slowly lower the weight back to the starting position. | Repeat.",Only your arms should be moving throughout each rep. Don't allow your shoulders to come forward or use your legs/waist to move the weight back. Do not let the weight stack drop fully until you've finished the set.,https://player.vimeo.com/video/756788717?h=3eeab8c3fa,https://i.ytimg.com/vi//maxresdefault.jpg,Seated Row Using Rope instruction video & exercise guide! Learn how to do seated row using rope using correct technique for maximum results!,2009-09-16,Cable,Strength,Beginner,Pull,Compound,"Biceps, Lats, Shoulders",Upper Back
Shotgun Row Video Exercise Guide,https://www.muscleandstrength.com/exercises/standing-one-arm-cable-row.html,Cable Exercises | Compound Exercises | Lats,The shotgun row is a variation of the rowing exercise used to target the muscles of the back. The shotgun row allows one to work each side of their back unilaterally to assist in building a balanced physique and strength.,Attach a single handle to a cable stack and assume a split stance with the ipsilateral elbow on the forward knee. | Grasp the handle with a neutral grip and lean forward slightly while allowing the shoulder blade to protract. | Initiate the movement by retracting the shoulder blade and rowing the handle to your chest while extending through your upper back. | Pull the handle towards your rib cage and drive your elbow behind your body as you flex the lat and upper back. | Slowly lower back to the starting position and repeat for the desired number of repetitions on both sides.,"Reach through at the start of the movement and allow the thoracic spine to round slightly but extend as you flex the lat to complete the movement. Keep some tone through your abdominals as you pull the bar into your body to ensure you don’t arch excessively through the spine. If you feel your biceps being overused and your back remaining under active, consider utilizing a false grip (i.e. don’t wrap the thumb around the dumbbell). Don’t allow the head to jut forward as you pull. Similarly, ensure the shoulder blade moves on the rib cage. Don’t lock the shoulder blade down and just move through the glenohumeral joint. If you can’t seem to feel your lats engaging, try to “screw your shoulders” into their sockets by pointing your elbows behind your body. Another cue that works exceptionally well is to “squeeze oranges in your armpits”.",https://www.youtube.com/embed/vGvryEp84qE?rel=0,https://i.ytimg.com/vi/vGvryEp84qE/maxresdefault.jpg,Standing One Arm Cable Row instruction video & exercise guide! Learn how to do standing one arm cable row using correct technique for maximum results!,2009-09-16,Cable,Strength,Beginner,Pull (Unilateral),Compound,"Abs, Biceps, Shoulders, Traps, Upper Back",Lats
Side Crunch (AKA Oblique Crunch) Video Exercise Guide,https://www.muscleandstrength.com/exercises/side-crunch.html,Bodyweight Exercises | Isolation Exercises | Obliques,"The side crunch, aka the oblique crunch, is a variation of the abdominal crunch . The exercise is used to isolate the obliques - which is critical in building a complete mid-section.","Lay supine in a relaxed position with your knees stacked to one side. | Place your contralateral hand behind your head for support and use your free hand to palpate your abdominals. | Initiate the movement by squeezing your abs to raise your torso off the floor, slowly lower yourself back to the starting position and complete the assigned number of repetitions. | Repeat on the opposite side.","Exhale hard like you’re blowing out candles on a cake and hold the contraction for a second in order to improve mind muscle connection. If your lower back bothers you during this exercise, choose more anti extension and anti rotation based movements. Avoid putting the hands behind the head as this can lead to excess strain upon the neck.",https://www.youtube.com/embed/dRhloYXeE3E?rel=0,https://i.ytimg.com/vi/dRhloYXeE3E/maxresdefault.jpg,Side Crunch instruction video & exercise guide! Learn how to do side crunch using correct technique for maximum results!,2009-09-16,Bodyweight,Strength,Beginner,Pull (Bilateral),Isolation,Abs,Obliques
Side Crunch With Leg Lift Video Exercise Guide,https://www.muscleandstrength.com/exercises/side-crunch-with-leg-lift.html,Abs | Bodyweight Exercises | Compound Exercises,,"The side crunch with leg lift is a great exercise for hitting the abs and obliques. Grab a mat and lay down on your left side. | Your legs should be straight and together. Your left arm should go across your stomach and your hand touching the area you're going to work. | Your right arm should be touching the right side of your head (not holding your head, only touch with your finger tips). | In one motion, lift your right leg up and crunch into your right side. | Pause, then lower back to the starting position. | Repeat for desired reps and them do the same for your other side. | Hold the top position for longer to increase intensity.",,https://player.vimeo.com/video/877885378?title=0&amp;byline=0&amp;portrait=0&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Side Crunch With Leg Lift instruction video & exercise guide! Learn how to do side crunch with leg lift using correct technique for maximum results!,2009-09-16,Bodyweight,Strength,Beginner,Pull,Compound,None,Abs
Side Plank Video Exercise Guide,https://www.muscleandstrength.com/exercises/side-hover.html,Abs | Bodyweight Exercises | Isolation Exercises,,"The side plank is a great exercise for building core strength, and more specifically oblique strength. It's also a good balance exercise. It's your choice whether to use a mat in this exercise. Start by laying on your side with one hand on the floor and your feet on top of one another. | If you prefer, you can rest on your elbow instead of your hand. | Lift your hips up until your body is exactly straight. | Now hold this position for as long as possible. You should feel this exercise in your abs and obliques. | Complete the same for the opposite side of the body. | Do not let your mid-section sag. Always stay perfectly straight. | Do the side plank in front of the mirror to ensure you keep your technique tight! | Try to hold your plank for a full minute. Hold the plank for longer periods of time for increased intensity.",,https://player.vimeo.com/video/877885425?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Side Plank instruction video & exercise guide! Learn how to do side plank using correct technique for maximum results!,2009-09-16,Bodyweight,Strength,Beginner,Static,Isolation,Lower Back,Abs
Single Arm Cable Lateral Raise (Crossbody) Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-cable-lateral-raise.html,Cable Exercises | Isolation Exercises | Shoulders,"The single arm cable lateral raise is a variation of the lateral raise and an exercise used to build the muscles of the shoulders. Utilizing the cable pulley machine is useful in that it provides constant tension on the target muscle group as you move the weight through the range of motion. The exercise targets the medial deltoid, which is important to building a complete set of strong shoulders.",Position a cable at the lowest position possible and attach a single handle. | Reach across your body and grab the handle with a neutral grip. | Keep the elbow slightly bent and pull the handle across your body and raise laterally. | Slowly lower the handle back to the starting position under control. | Repeat for the desired number of repetitions.,"If you want to keep more tension through the side delts, use a slightly slower eccentric than normal and keep some slack in the cable instead of allowing the weight stack to touch. Allow the arms to move freely but don’t lock out the elbows. If you encounter pain within the shoulder while performing the movement, consider implement one of the following tweaks: Tilt your pinkies slightly higher than your thumbs. Imagine you’re pouring out a cup of water. Allow the arm to rotate during the movement so that the thumb is pointing up a peak contraction. This will put the shoulder in a more externally rotated position and potentially open up the shoulder joint to allow for a bit more movement. Keep the abs braced and don’t arch the back at the top of the movement. Don’t jut your head forward during the movement - this is about stimulation for a small muscle group. Focus during the movement and don’t rely on momentum. Allow the arm to move freely but don’t lock out the elbows.",https://www.youtube.com/embed/Fv-eAW1uKDI?rel=0,https://i.ytimg.com/vi/Fv-eAW1uKDI/maxresdefault.jpg,One Arm Cable Lateral Raise instruction video & exercise guide! Learn how to do one arm cable lateral raise using correct technique for maximum results!,2009-09-16,Cable,Strength,Intermediate,Pull (Unilateral),Isolation,Traps,Shoulders
Single Bench Dip Video Exercise Guide,https://www.muscleandstrength.com/exercises/single-bench-dip.html,Bodyweight Exercises | Compound Exercises | Triceps,,"To perform this exercise all you need is a flat bench and some space. Position your hands shoulder width apart on the flat bench. | Move your feet out until your legs are straight. | Straighten out your arms and keep a little bend in your elbows in order to always keep tension on your triceps and off of your elbow joints. | Slowly lower your upper body down towards the floor with your elbows tucked in at your sides until your elbows are level with your shoulders. | Pause, and then slowly press off with your hands and push yourself back up to the starting position with your triceps. | Repeat for desired reps.",It's important that you do not dip down too low. Your shoulders should go no lower than your elbows. Dipping lower than this places a lot of stress on your shoulder joints. Keep your elbows tucked in at your sides as your dip down. Squeeze the triceps at the top of the movement.,https://player.vimeo.com/video/756783927?h=6a62d96eda&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Single Bench Dip instruction video & exercise guide! Learn how to do single bench dip using correct technique for maximum results!,2009-09-16,Bodyweight,Strength,Beginner,Push,Compound,"Chest, Shoulders",Triceps
Single Leg Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/single-leg-curl.html,Hamstrings | Isolation Exercises | Machine Exercises,,"​​​​​Adjust the leg curl machine so that your knees are aligned with the pivot point and your body is comfortably positioned. | Lie face down on the machine and place one leg on the leg pad. | Hold onto the handles for support and stability. This is the starting position. | Slowly bend your knee to bring your heel towards your glutes, using your hamstring muscles to pull. | Once your leg is fully curled, pause for a moment at the top of the movement. | Slowly lower your leg back to the starting position, keeping control of the movement. | After completing the desired reps on one leg, switch to the other leg and repeat","Maintain control throughout the set. Avoid using momentum to move the weight up, and don't allow it to drop back down quickly. Use a full range of motion by curling the weight up as far as possible and lowering it as far as possible without the weight dropping on the stack.",https://player.vimeo.com/video/877881259?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Single Leg Curl instruction video & exercise guide! Learn how to do single leg curl using correct technique for maximum results!,2009-09-16,Machine,Strength,Beginner,Pull,Isolation,None,Hamstrings
Single Leg Extension Video Exercise Guide,https://www.muscleandstrength.com/exercises/single-leg-extension.html,Isolation Exercises | Machine Exercises | Quads,"The single leg seated leg extension is a variation of the leg extension and an exercise used to target the muscles of the quads. This exercise can be particularly hard on the knees. So, for those with prior knee issues, it may be beneficial to stick with other movements, preferably compound, to target your quads. The leg extension is a great exercise for quad development and may be beneficial to include in your workout routines if your goals are more aesthetics-driven. The leg extension can be utilized in both leg workouts and full body workouts .","Select the desired resistance on the weight stack and insert the pin. | Adjust the seat so that the knees are directly in line with the axis of the machine. | Sit down and position one shin behind the pad at the base of the machine. | Take a deep breath and extend your leg as you flex your quadricep. | As you lock out the knee, exhale to complete the repetition. | Slowly lower your foot back to the starting position and repeat for the desired number of repetitions on both sides.","Ensure the axis of rotation for the knee directly matches that of the machine. In other words, the point of rotation for the machine should be in line with your knee joint itself. If the knee is positioned too far in front or behind the axis of rotation, there will be excessive stress added to the joint which could cause significant injury. Typically extensions should not be done excessively heavy due to the lack of hamstring co-contraction with the quads. When one occurs in isolation it could present an injury risk to the knee if done with excessive weight. Pointing the toes can help to enhance mind muscle connection.",https://www.youtube.com/embed/ymCvLgI9wlA?rel=0,https://i.ytimg.com/vi/ymCvLgI9wlA/maxresdefault.jpg,Single Leg Extension instruction video & exercise guide! Learn how to do single leg extension using correct technique for maximum results!,2009-09-16,Machine,Strength,Beginner,Push (Unilateral),Isolation,None,Quads
