muscle_group,muscle_group_url,exercise_name,exercise_url,overview,description,force,mechanics,equipment,difficulty,primary_muscles,secondary_muscles,steps,image_url,scrape_status
Triceps,https://www.muscleandstrength.com/exercises/triceps,One-Arm Lying Dumbbell Extension ,https://www.muscleandstrength.com/exercises/one-arm-lying-dumbbell-extension.html,,,Push,Isolation,Dumbbell,Intermediate,Triceps,None,"Choose a dumbbell and sit on the end of a flat bench with the dumbbell resting on your thighs. Hold the dumbbell with a neutral grip using your left hand. || Lie back on the bench and extend the dumbbell above your head fully extending your left arm. || Bending at the elbow only, keeping your elbow fixed and pointing at your hips, slowly lower the dumbbell down beside the left side of your head until it is about level with your ear. || Pause and squeeze the triceps. Then raise the dumbbell back to the starting position. || Do not lock your elbow out, and then repeat for desired reps.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,One-Arm Lying Pronated Dumbbell Extension ,https://www.muscleandstrength.com/exercises/one-arm-pronated-dumbbell-extension.html,"The one-arm lying pronated dumbbell tricep extension is an exercise used to isolate the tricep muscles. Some believe that through rotating hand and grip positions, you can target different areas of the triceps. However, this is highly debated with this particular muscle group. So, when deciding whether or not to perform the one arm lying pronated dumbbell tricep extension over another variation, consider which hand placement feels most comfortable to you. Training the triceps in a unilateral fashion (one side at a time), as seen in the one arm lying pronated dumbbell tricep extension, is an excellent way to build a balanced and symmetrical pair of triceps.","The one-arm lying pronated dumbbell tricep extension is an exercise used to isolate the tricep muscles. Some believe that through rotating hand and grip positions, you can target different areas of the triceps. However, this is highly debated with this particular muscle group. So, when deciding whether or not to perform the one arm lying pronated dumbbell tricep extension over another variation, consider which hand placement feels most comfortable to you. Training the triceps in a unilateral fashion (one side at a time), as seen in the one arm lying pronated dumbbell tricep extension, is an excellent way to build a balanced and symmetrical pair of triceps.",Push (Unilateral),Isolation,Dumbbell,Beginner,Triceps,None,"Select the desired weight from the rack and sit in an upright position on a flat bench. || Lay back keeping the weight close to your chest. Once your back is flat against the pad, press the weights to lockout using a neutral grip. || Rotate the dumbbell to a pronated position (thumbs pointing inward) and lower the weight towards your shoulder by unlocking the elbow. || Once your forearm reaches parallel or just below, drive the dumbbell back to the starting point by extending the elbow and flexing the tricep. || Repeat for the desired number of repetitions on both sides. || Don’t overextend through the lumbar spine, keep your ribcage down by maintaining tension through the abs and glutes. || Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection. || Keep the head in a fairly neutral position, don’t allow the neck to jut forward as this may place excessive pressure on the cervical spine.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,One-Arm Seated Bent Over Dumbbell Kickback ,https://www.muscleandstrength.com/exercises/one-arm-seated-bent-over-dumbbell-kickback.html,,,Push,Isolation,Dumbbell,Beginner,Triceps,None,"Select the appropriate dumbbell and place it on the floor in front of a flat bench. || Sit on the edge of the bench and pick the dumbbell up with your left hand using a neutral grip (palm facing inward). || Get into the starting position by keeping your back straight and bending over at the waist. Your torso should almost be parallel to the floor. || Tuck your upper arms close to your torso and bend at the elbows, forming a 90-degree angle with your upper arms and forearms. This is the starting position. || Moving only at the elbow, raise the dumbbell behind you until your left arm is fully extended. || Pause, and then lower the dumbbell back to the starting position. || Repeat this movement for desired reps and then repeat using your right arm.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,One-Arm Seated Dumbbell Extension ,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-extension.html,,,Push,Isolation,Dumbbell,Intermediate,Triceps,None,"Choose a dumbbell and sit on the end of a flat bench or a 90-degree back bench with the dumbbell resting on your thighs. || Hold the dumbbell with a pronated grip (palm facing your feet) with your left hand and lift the dumbbell above your head until your arm is fully extended. || You can brace your right arm by placing your right hand on your knee or across your stomach. || Bending at the elbow only, slowly lower the dumbbell down behind the right side of your head until it is about level with your right ear. || Pause and squeeze the tricep. Then raise the dumbbell back to the starting position. || Do not lock your elbow out and then repeat for desired reps. || Repeat the motion with your right arm.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,One-Arm Seated Dumbbell Kickback ,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-kickback.html,,,Push,Isolation,Dumbbell,Beginner,Triceps,None,"Choose a dumbbell and place it on the floor in front of a flat bench. || Sit on the edge of the bench and pick the dumbbell up from the floor with your left hand using a neutral grip (palms facing inward). || Get into the starting position by keeping your back straight and bending over at the waist. || Your torso should almost be parallel to the floor. || Tuck your upper arms close to your torso and bend at the elbows, forming a 90-degree angle with your upper arms and forearms. This is the starting position. || Moving only at the elbow joint, raise the dumbbell behind you until your arm is fully extended. || Pause, and then lower the dumbbell back to the starting position. || Repeat this movement for desired reps and then repeat using your right arm.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,One-Arm Seated Overhead Tricep Extension ,https://www.muscleandstrength.com/exercises/one-arm-seated-overhead-tricep-extension.html,,,Push,Isolation,Cable,Beginner,Triceps,None,"Set up for the exercise by placing a bench in front of the cable machine, attaching a single handle to the low pulley of a pulley cable machine, and selecting the weight you want to use on the stack. || Sit facing away from the pulley, and grab the handle behind you with an overhand grip. This will lift the weight slightly from the stack. || Your forearm should be parallel to the floor at this point and your elbow should be pointed at the ceiling. || You should be grasping the attachment behind your head. You are now in the starting position. || Moving only at your elbow joint slowly push the attachment straight up until your arm is fully extended. || Pause, and then slowly bring the attachment back to the starting position. Repeat this movement for desired reps, before switching arms and repeating the steps above.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,One-Arm Cable Overhead Tricep Extension ,https://www.muscleandstrength.com/exercises/one-arm-standing-overhead-cable-tricep-extension.html,,,Push,Isolation,Cable,Beginner,Triceps,None,"Set up for the one-arm overhead tricep extension by attaching a single grip handle to the low pulley cable and selecting the weight you want to use on the stack. || Grasp the handle with your left hand, raise your left arm above your head, and turn away from the machine. || Your palm should be facing forwards, away from the cable machine. This is the starting position for the exercise. || Keeping your body fixed and bending at the elbow only, slowly lower weight back behind your body. || Pause, and then raise the weight while squeezing the tricep at the top of the movement. || Do not lock your elbow out, and then lower weight and repeat.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Overhead Banded Tricep Extension ,https://www.muscleandstrength.com/exercises/overhead-banded-tricep-extension,"The overhead banded tricep extension is an exercise used to isolate the muscles of the triceps. The band used to perform overhead banded tricep extensions provides accommodating resistance, increasing the amount of tension placed on the tricep the closer one gets to lockout.","The overhead banded tricep extension is an exercise used to isolate the muscles of the triceps. The band used to perform overhead banded tricep extensions provides accommodating resistance, increasing the amount of tension placed on the tricep the closer one gets to lockout.",Push (Bilateral),Isolation,Bands,Beginner,Triceps,Abs,"Attach a band to a stable implement above head height and assume a standing position. || Utilize a split stance, grasp the band overhead with a neutral grip (palms facing), and lean forward by hinging at the hips. || Initiate the movement by extending the elbows and flexing the triceps. || Pull the band downward until the elbows are almost locked out and then slowly lower under control back to the starting position. || Repeat for the desired number of repetitions. || If you want to keep more tension in the triceps, don’t lock the elbows out entirely. || Don’t allow the rope to pull you backwards or cause you to overarch throughout your lumbar spine. || You may need to tuck the chin slightly to allow the band to travel overhead and not graze the back of your head. || Ensure the shoulder blades don’t tilt forward as you extend the elbows.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Seated French Press ,https://www.muscleandstrength.com/exercises/overhead-barbell-extension.html,,,Push,Isolation,Barbell,Intermediate,Triceps,None,"Set up for the seated french press by loading a barbell or EZ bar with the appropriate amount of weight and placing it in front of a 90 degree angle bench. || Sit with your back flat against the bench with your feet flat on the floor and the barbell resting on your thighs. || Grasp the barbell with an overhand grip (palms facing down) with your hands about 8-12 inches apart. || Lift the bar above your head and bend at your elbows slightly to take the tension onto your triceps. Your palms are now facing upward. This is the starting position for the exercise. || Keeping your elbows fixed and pointing straight up toward the ceiling, slowly lower the bar down behind your head as far as comfortably possible. || Pause, and then slowly raise the bar back to the starting position. || Don't lock your elbows out, and then repeat the movement.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Overhead Tricep Extension Sled Drag ,https://www.muscleandstrength.com/exercises/overhead-tricep-extension-sled-drag,The overhead tricep extension sled drag is a variation of the sled drag and overhead tricep extension . The exercise primarily targets the muscles of the triceps. Sled drags can be an extremely beneficial conditioning exercise or they can be used as a strength building exercise depending on how you fit them into your workout routine .,The overhead tricep extension sled drag is a variation of the sled drag and overhead tricep extension . The exercise primarily targets the muscles of the triceps. Sled drags can be an extremely beneficial conditioning exercise or they can be used as a strength building exercise depending on how you fit them into your workout routine .,Push (Bilateral),Compound,Sled,Beginner,Triceps,Abs,"Load the desired weight onto the sled and attach a set of handles with a nylon strap. || Grasp the handles with the arms overhead and elbows bent. || Lean away from the sled to establish some resting tension on the strap, then contract the triceps and extend the elbow to drag the sled forward. || Walk forward a few steps to reestablish tension and repeat step #3. || Repeat until you reach the desired number of repetitions, distance, or time. || Keep some tension through your mid-section as this will prevent you from overextending as you extend the arms. || If you don’t have access to a sled, you can push a car or even a plate across astroturf. || Some prefer to press with the head down while others would rather look up. This is somewhat personal preference but it will also depend upon the individual and how they present in a resting position. If someone exhibits more extension bias then they may want to experiment with looking down as this will help to keep them a bit more neutral. If someone exhibits more flexion bias then they may want to experiment with looking up as this will help to drive more extension and keep them a bit more neutral. || If someone exhibits more extension bias then they may want to experiment with looking down as this will help to keep them a bit more neutral. || If someone exhibits more flexion bias then they may want to experiment with looking up as this will help to drive more extension and keep them a bit more neutral. || Given sled pushes/drags don’t have any eccentric component they can very beneficial to incorporate during rehab, as a method of conditioning which won’t incur excessive soreness or load joints excessively.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,High Pulley Overhead Tricep Extension (Rope Extension) ,https://www.muscleandstrength.com/exercises/overhead-tricep-extension.html,"The overhead rope tricep extension is a variation of the rope tricep extension and an exercise used to build the muscles of the triceps. Overhead tricep extension variations are especially good at targetting the long head of the triceps. The denser your long head muscle is, the overall larger the triceps appear. Well-built triceps also have a lot of positive carryover into your pressing movements such as bench press variations and shoulder press variations. The overhead rope tricep extension can be included in your tricep workouts , upper body workouts, push workouts, and full body workouts .","The overhead rope tricep extension is a variation of the rope tricep extension and an exercise used to build the muscles of the triceps. Overhead tricep extension variations are especially good at targetting the long head of the triceps. The denser your long head muscle is, the overall larger the triceps appear. Well-built triceps also have a lot of positive carryover into your pressing movements such as bench press variations and shoulder press variations. The overhead rope tricep extension can be included in your tricep workouts , upper body workouts, push workouts, and full body workouts .",Push (Bilateral),Isolation,Cable,Beginner,Triceps,Abs,"Attach a rope to a cable stack as high as possible and assume a standing position. || Utilize a split stance, grasp the rope overhead with a neutral grip (palms facing), and lean forward by hinging at the hips. || Initiate the movement by extending the elbows and flexing the triceps. || Pull the rope downward until the elbows are almost locked out and then slowly lower under control back to the starting position. || Repeat for the desired number of repetitions. || If you want to keep more tension in the triceps, don’t lock the elbows out entirely. || Don’t allow the rope to pull you backwards or cause you to overarch throughout your lumbar spine. || You may need to tuck the chin slightly to allow the rope to travel overhead and not graze the back of your head. || Ensure the shoulder blades don’t tilt forward as you extend the elbows.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Reverse Grip Cable Tricep Kickback ,https://www.muscleandstrength.com/exercises/reverse-grip-cable-tricep-kickback.html,,,Push,Isolation,Cable,Beginner,Triceps,None,"Set up for the reverse grip cable tricep kickback by attaching a single grip handle to a low pulley cable machine and selecting the weight you want to use. || Grasp the handle using your left hand with an underhand grip and take a step back from the cable machine. || Keeping your feet together and knees slightly bent, bend down until your body is around parallel to the floor. || Use your free right hand to stabilize yourself. Bring the elbow up as far as possible and keep it tight by your side. This is the starting position for the exercise. || Keeping your elbow in place and your body fixed, extend your arm out as far as possible. || Squeeze the tricep, and then slowly lower the weight back to the starting position.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Reverse Grip Close Grip Bench Press ,https://www.muscleandstrength.com/exercises/reverse-grip-close-grip-bench-press.html,The reverse close grip bench press is a good mass builder for the triceps,The reverse close grip bench press is a good mass builder for the triceps,Push,Compound,Barbell,Intermediate,Triceps,"Chest, Shoulders","Set up for the exercise by loading the weight on the bar and adjusting the height of the rack (if adjustable). || Lay back on the bench and position your feet firmly on the floor. || Grab the barbell with an underhand grip (palms facing your head) with your hands about 8-12 inches apart. Take the weight off the rack. || Keeping your elbows tucked in at your sides, slowly lower the barbell down to your middle chest until it's about 1 inch from touching. || Contract the triceps and push the barbell back up until your arms are almost fully outstretched. || Don't lock the elbows, and then repeat the movement for desired reps.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Reverse Grip French Press ,https://www.muscleandstrength.com/exercises/reverse-grip-french-press.html,,,Push,Isolation,Barbell,Intermediate,Triceps,None,"Set up for the reverse grip french press by loading a barbell or EZ bar with the appropriate amount of weight and standing with your feet around shoulder width apart. || Grasp the barbell with an underhand grip (palms facing up) with your hands about 8-12 inches apart. || Lift the bar above your head and bend at your elbows slightly to take the tension onto your triceps. This is the starting position for the exercise. || Keeping your elbows fixed and pointing straight up toward the ceiling, slowly lower the bar down behind your head as far as comfortably possible. || Pause, and then slowly raise the bar back to the starting position. || Don't lock your elbows out, and then repeat the movement.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Seated Reverse Grip One-Arm Overhead Tricep Extension ,https://www.muscleandstrength.com/exercises/reverse-grip-one-arm-seated-overhead-tricep-extension.html,,,Pull,Isolation,Cable,Beginner,Triceps,None,"Set up for the exercise by placing a bench in front of a pulley cable machine, attaching a single grip handle to the low pulley cable, and selecting the weight you want to use on the stack. || Grasp the handle with your left hand, raise your left arm above your head, and turn away from the machine. Sit down on the bench facing away from the pulley. || Your palm should be facing backward, towards the cable machine. This is the starting position for the exercise. || Keeping your body fixed, your back straight and bending at the elbow only, slowly lower the weight back behind your body. || Pause, and then raise the weight, squeezing the tricep at the top of the movement. || Do not lock your elbow out, and then lower weight and repeat. || Repeat reps for your right arm.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Reverse Grip One-Arm Overhead Cable Tricep Extension ,https://www.muscleandstrength.com/exercises/reverse-grip-one-arm-standing-overhead-cable-tricep-extension.html,,,Push,Isolation,Cable,Beginner,Triceps,None,"Set up for the reverse grip one-arm overhead tricep extension by attaching a single grip handle to the low pulley cable and selecting the weight you want to use on the stack. || Grasp the handle with your left hand, raise your left arm above your head, and turn away from the machine. || Your palm should be facing backward, towards the cable machine. This is the starting position for the exercise. || Keeping your body fixed and bending at the elbow only, slowly lower the weight back behind your body. || Pause, and then raise the weight, squeezing the tricep at the top of the movement. || Do not lock your elbow out, and then lower weight and repeat. || Repeat reps for your right arm.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Reverse One-Arm Cable Tricep Extension ,https://www.muscleandstrength.com/exercises/reverse-grip-one-arm-tricep-pushdown.html,,,Pull,Isolation,Cable,Beginner,Triceps,None,"Set up for the reverse one-arm tricep extension by attaching a single grip handle to a high pulley cable and selecting the weight you want to use on the stack. || Stand facing the machine and grasp the handle with an underhand grip (palms facing up). || Pull your elbow down and keep it tucked in at your side. You can use your free arm for support. || Keeping your body fixed, slowly extend the arm as far as possible. || Pause and squeeze the tricep. Then slowly lower the weight. || Repeat this motion for desired reps, and then repeat for the right arm.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Reverse Grip Seated French Press ,https://www.muscleandstrength.com/exercises/reverse-grip-seated-french-press.html,,,Push,Isolation,Barbell,Intermediate,Triceps,None,"Set up for the reverse grip seated french press by loading a barbell or EZ-bar with the appropriate amount of weight and placing it in front of a 90-degree angle bench. || Sit with your back flat against the bench with your feet flat on the floor and the barbell resting on your thighs. || Grasp the barbell with an underhand grip (palms facing up) with your hands about 8-12 inches apart. || Lift the bar above your head and bend at your elbows slightly to take the tension onto your triceps. This is the starting position for the exercise. || Keeping your elbows fixed and pointing straight up toward the ceiling, slowly lower the bar down behind your head as far as comfortably possible. || Pause, and then slowly raise the bar back to the starting position. || Don't lock your elbows out, and then repeat the movement.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Reverse Grip Skull Crusher ,https://www.muscleandstrength.com/exercises/reverse-grip-skullcrusher.html,,,Push,Isolation,Barbell,Intermediate,Triceps,None,"Sit on the end of a flat bench with a barbell on your thighs. || Grip the barbell with an underhand grip (palms facing up) with your hands about shoulder width apart. || Bring the bar up to your chest and lay down on your back. || Extend your arms straight up above your chest. || Keeping your elbows fixed in place and not pointing out, slowly lower the bar until it is about an inch from your forehead (hence the name skullcrusher!). || Pause, and then slowly extend your arms back to the starting position. || Do not lock your elbows out, and then repeat for desired reps.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Reverse Grip Cable Tricep Extension ,https://www.muscleandstrength.com/exercises/reverse-grip-tricep-extension.html,The reverse grip tricep pushdown is a variation of the straight bar tricep pushdown and an exercise used to target the muscles of the triceps. Taking an underhand grip can minimize the involvement of the forearms and help place less stress on the elbows.,The reverse grip tricep pushdown is a variation of the straight bar tricep pushdown and an exercise used to target the muscles of the triceps. Taking an underhand grip can minimize the involvement of the forearms and help place less stress on the elbows.,Push (Bilateral),Isolation,Cable,Beginner,Triceps,None,"Attach a straight bar to a cable stack as high as possible and assume a standing position. || Grasp the straight bar with a supinated grip (palms facing up) and lean forward slightly by hinging at the hips. || Initiate the movement by extending the elbows and flexing the triceps. || Pull the handle downward until the elbows are almost locked out and then slowly lower under control back to the starting position. || Repeat for the desired number of repetitions. || If you want to keep more tension in the triceps, don’t lock the elbows out entirely. || Imagine there’s a screw running through your elbow and don’t allow them to move in front of the body as you extend at the bottom of the movement. || Experiment with static elbow positioning throughout the lift - some may find that they get a better stretch in the bottom portion of the movement by allowing their elbows to drift behind the body during the eccentric portion of the movement (similar to a drag curl). || Ensure the shoulder blades don’t tilt forward as you extend the elbows.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Ring Dip ,https://www.muscleandstrength.com/exercises/ring-dip,"The ring dip is a variation of the tricep dip and an exercise used to strengthen the muscles of the triceps, chest, and shoulders. The use of rings instead of a straight bar or parallel bars allows your hands to move with the range of motion. This can help alleviate the joint and tendon pain commonly associated with performing dips. It also challenges the shoulders and core to stabilize the body more so than a fixed implement would.","The ring dip is a variation of the tricep dip and an exercise used to strengthen the muscles of the triceps, chest, and shoulders. The use of rings instead of a straight bar or parallel bars allows your hands to move with the range of motion. This can help alleviate the joint and tendon pain commonly associated with performing dips. It also challenges the shoulders and core to stabilize the body more so than a fixed implement would.",Push (Bilateral),Compound,Rings,Advanced,Triceps,"Abs, Chest, Shoulders","Set a pair of rings at roughly chest height and grasp the handles using a neutral grip (palms facing). || Initiate the dip by unlocking the elbows and slowly lowering the body until the forearms are almost parallel with the floor. || Control the descent to parallel and then drive back to the starting position by pushing through the palms. || Repeat for the desired number of repetitions. || Technically there are two ways to perform dips - neither is wrong, just different movement with different purposes: Staying upright and keeping the elbows in close to increase tricep recruitment. Leaning forward with elbows wider to increase chest recruitment. || Staying upright and keeping the elbows in close to increase tricep recruitment. || Leaning forward with elbows wider to increase chest recruitment. || If possible, keep the legs straight down while bracing the glutes and abs to limit excessive spinal movement. || If no steps are available to the rings, position a box underneath the handles to boost yourself up to the rings. || If no box is available, then jump into position. || Don’t allow the head to jut forward during the descent. || Ensure the elbows stay just short of lockout to keep tension on the triceps. || Experiment with a false grip by wrapping the thumb over the bar as this may be more comfortable for some.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Rolling Dumbbell Extension ,https://www.muscleandstrength.com/exercises/rolling-dumbbell-extension,The rolling dumbbell extension is a tricep exercise and a variation of the lying dumbbell extension . The additional pullover performed when executing the rolling dumbbell extension increases the range of motion and overall stretch on the tricep muscle leading to a potential for additional muscle growth.,The rolling dumbbell extension is a tricep exercise and a variation of the lying dumbbell extension . The additional pullover performed when executing the rolling dumbbell extension increases the range of motion and overall stretch on the tricep muscle leading to a potential for additional muscle growth.,Push (Bilateral),Isolation,Dumbbell,Beginner,Triceps,None,"Pick up the dumbbells off the floor using a neutral grip (palms facing in). Position the ends of the dumbbells in your hip crease, and sit down on the bench. || To get into position, lay back and keep the weights close to your chest. Once you are in position, take a deep breath, then press the dumbbells to lockout at the top. || Lower the weights towards your shoulders by unlocking the elbows while maintaining a neutral grip. || Once your forearms reach parallel or just below, allow the upper arms to extend overhead (similar to a pullover). || As the arms reach full extension, pull the elbows back to the starting position and then extend the elbows while flexing the triceps to lockout the weight. || Repeat for the desired number of repetitions. || Don’t overextend through the lumbar spine, keep your ribcage down by maintaining tension through the abs and glutes. || Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection. || Keep the head in a fairly neutral position, don’t allow the neck to jut forward as this may place excessive pressure on the cervical spine. || In order to keep tension on the triceps, don’t lock out the elbows completely.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Rope Tricep Extension ,https://www.muscleandstrength.com/exercises/rope-tricep-extension.html,"The rope tricep extension is a variation of the cable tricep extension and an exercise used to build the muscles of the triceps. Well-built triceps also have a lot of positive carryover into your pressing movements such as bench press variations and shoulder press variations. The rope tricep extension can be included in your tricep workouts , upper body workouts, push workouts, and full body workouts .","The rope tricep extension is a variation of the cable tricep extension and an exercise used to build the muscles of the triceps. Well-built triceps also have a lot of positive carryover into your pressing movements such as bench press variations and shoulder press variations. The rope tricep extension can be included in your tricep workouts , upper body workouts, push workouts, and full body workouts .",Push (Bilateral),Isolation,Cable,Beginner,Triceps,None,"Attach a rope to a cable stack as high as possible and assume a standing position. || Grasp the rope with a neutral grip (palms facing in) and lean forward slightly by hinging at the hips. || Initiate the movement by extending the elbows and flexing the triceps. || Pull the rope downward until the elbows are almost locked out and then slowly lower under control back to the starting position. || Repeat for the desired number of repetitions. || If you want to keep more tension in the triceps, don’t lock the elbows out entirely. || Imagine there’s a screw running through your elbow and don’t allow them to move in front of the body as you extend at the bottom of the movement. || Experiment with static elbow positioning throughout the lift - some may find that they get a better stretch in the bottom portion of the movement by allowing their elbows to drift behind the body during the eccentric portion of the movement (similar to a drag curl). || Ensure the shoulder blades don’t tilt forward as you extend the elbows.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Seated Bent Over Tricep Dumbbell Kickback ,https://www.muscleandstrength.com/exercises/seated-bent-over-dumbbell-kickback.html,"The seated bent over dumbbell kickback is a variation of the standing dumbbell kickback . Seated bent over dumbbell kickbacks are an exercise used to isolate the muscles of the triceps. By performing kickbacks seated, you eliminate the core stability needed to perform them standing and eliminate momentum which can be generated while standing to move the weight.","The seated bent over dumbbell kickback is a variation of the standing dumbbell kickback . Seated bent over dumbbell kickbacks are an exercise used to isolate the muscles of the triceps. By performing kickbacks seated, you eliminate the core stability needed to perform them standing and eliminate momentum which can be generated while standing to move the weight.",Push (Bilateral),Isolation,Dumbbell,Beginner,Triceps,None,"Select the desired weight from the rack and sit on the end of a flat bench. || Hinge forward and row the dumbbells into place. || Let the other arm hang down from the shoulder while gripping the dumbbell. || Row the dumbbells into position and then extend the elbow while flexing the tricep. || Slowly lower the dumbbells back to the starting position and repeat for the desired number of repetitions. || Hinge forward from the hips, there shouldn’t be excessive curvature within the lumbar spine. || Exhale as you extend the dumbbell behind your body and flex the tricep. || Keep the head in a fairly neutral position, focus on a spot on the floor and complete all of the assigned repetitions.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Seated EZ Bar French Press ,https://www.muscleandstrength.com/exercises/seated-ez-bar-french-press,"The seated EZ bar French press is a variation of the French press and an exercise used to strengthen the muscles of the triceps. The triceps can be trained in many different ways to promote growth and overhead extensions, such as the seated EZ bar french press, are an effective way to target the long head of the tricep. Having bigger and stronger triceps are not only important from an aesthetic standpoint but can also help contribute to better performance on pressing motions such as the bench press .","The seated EZ bar French press is a variation of the French press and an exercise used to strengthen the muscles of the triceps. The triceps can be trained in many different ways to promote growth and overhead extensions, such as the seated EZ bar french press, are an effective way to target the long head of the tricep. Having bigger and stronger triceps are not only important from an aesthetic standpoint but can also help contribute to better performance on pressing motions such as the bench press .",Push (Bilateral),Isolation,EZ Bar,Beginner,Triceps,None,"Select your desired weight and sit on an upright bench. || To get into position, reverse curl the bar to your chest and then press it straight overhead by locking out the triceps. || Lower the weights towards your shoulders by unlocking the elbows and allowing the ez bar to drop behind your head. || Once your forearms reach parallel or just below, reverse the movement by extending the elbows while flexing the triceps to lockout the weight. || Repeat for the desired number of repetitions. || Don’t overextend through the lumbar spine as you lower the weight, keep some tension through the abdominals. || Exhale as you extend the elbows and lockout the weight overhead. || Keep the head in a fairly neutral position, focus on a spot on the floor and complete all of the assigned repetitions. || If you experience elbow pain during the movement, consider implementing a slight angle (incline or decline) or adjust elbow position (in versus out). || You may slightly reduce tension through the ligamentous portions of the triceps during the movement by keeping the bar just above your head and not locking out directly over your line of sight.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
